1,31
3,2,D,9
3,1,D,8
4,1,U,8
3,1,R,8
4,2,L,9
4,1,U,9
3,1,D,9
4,3,L,10
2,3,D,5
2,1,R,2
2,0,R,6
4,0,U,7
4,1,L,9
2,1,D,6
2,2,L,2
2,1,L,2
3,2,U,8
2,2,R,8
4,2,U,10
3,2,U,10
3,1,R,6
3,0,R,7
3,1,D,7
2,0,D,2
2,2,L,10
2,1,L,10
2,3,L,8
2,2,L,8
3,2,U,6
3,3,U,5
4,1,R,7
4,2,R,7
4,0,R,9
4,1,R,9
3,0,D,2
2,1,D,8
3,1,L,8
2,2,L,6
2,3,L,5
0,3,D,4
1,3,D,4
0,1,R,1
0,0,R,3
2,0,U,10
1,0,U,10
3,0,U,8
